id,vectors,meta.case_id,meta.advocates,meta.win_side,meta.votes_side,year
22024,[],2004_03-814,"{'frederick_e_connelly_jr': {'side': 0, 'role': 'argued the cause for Respondent'}, 'lisa_s_blatt': {'side': 2, 'role': 'argued the cause for Petitioner, on behalf of the United States, as amicus curiae'}, 'david_b_kaplan': {'side': 1, 'role': 'argued the cause for Petitioner'}}",1,"{'j__john_paul_stevens': 1, 'j__sandra_day_oconnor': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__david_h_souter': 1, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1}",2004
22559,[],2004_03-1395,"{'paul_d_clement': {'side': 1, 'role': 'argued the cause for Petitioners'}, 'david_j_burman': {'side': 0, 'role': 'argued the cause for Respondents'}}",1,"{'j__william_h_rehnquist': 1, 'j__john_paul_stevens': 1, 'j__sandra_day_oconnor': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__david_h_souter': 1, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1}",2004
21444,[],2004_03-1488,"{'erwin_chemerinsky': {'side': 1, 'role': 'argued the cause for Petitioners'}, 'jonathan_b_cole': {'side': 0, 'role': 'argued the cause for Respondent'}}",1,"{'j__william_h_rehnquist': 1, 'j__john_paul_stevens': 1, 'j__sandra_day_oconnor': 1, 'j__antonin_scalia': 0, 'j__anthony_m_kennedy': 1, 'j__david_h_souter': 1, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1}",2004
21537,[],2004_04-104,"{'paul_d_clement': {'side': 1, 'role': 'argued the cause for Petitioners'}, 't_christopher_kelly': {'side': 0, 'role': 'argued the cause for Respondent Booker'}, 'rosemary_curran_scapicchio': {'side': 0, 'role': 'argued the cause for Respondent Fanfan'}}",0,"{'j__william_h_rehnquist': 0, 'j__john_paul_stevens': 1, 'j__sandra_day_oconnor': 0, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 0, 'j__david_h_souter': 1, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 0, 'j__stephen_g_breyer': 0}",2004
21548,[],2004_03-1500,"{'erwin_chemerinsky': {'side': 1, 'role': 'argued the cause for Petitioner'}, 'paul_d_clement': {'side': 2, 'role': 'argued the cause for Respondents, on behalf of the United States, as amicus curiae, supporting respondents'}, 'greg_abbott': {'side': 0, 'role': 'argued the cause for Respondents'}}",0,"{'j__william_h_rehnquist': 0, 'j__john_paul_stevens': 1, 'j__sandra_day_oconnor': 1, 'j__antonin_scalia': 0, 'j__anthony_m_kennedy': 0, 'j__david_h_souter': 1, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 0}",2004
22658,[],2004_03-1293,"{'jonathan_l_marcus': {'side': 0, 'role': 'argued the cause for Respondent'}, 'sharon_c_samek': {'side': 1, 'role': 'argued the cause for Petitioners'}}",0,"{'j__william_h_rehnquist': 0, 'j__john_paul_stevens': 0, 'j__sandra_day_oconnor': 0, 'j__antonin_scalia': 0, 'j__anthony_m_kennedy': 0, 'j__david_h_souter': 0, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 0, 'j__stephen_g_breyer': 0}",2004
21307,[],2004_04-495,"{'deanne_e_maynard': {'side': 1, 'role': 'argued the cause for Petitioners'}, 'james_m_petro': {'side': 1, 'role': 'argued the cause for Petitioners'}, 'jules_lobel': {'side': 0, 'role': 'argued the cause for Respondents'}}",1,"{'j__william_h_rehnquist': 1, 'j__john_paul_stevens': 1, 'j__sandra_day_oconnor': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__david_h_souter': 1, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1}",2004
21470,[],2004_03-287,"{'douglas_r_cole': {'side': 1, 'role': 'argued the cause for Petitioners'}, 'alan_edward_untereiner': {'side': 0, 'role': 'argued the cause for Respondent Dotson'}, 'john_q_lewis': {'side': 0, 'role': 'argued the cause for Respondent Johnson'}}",0,"{'j__william_h_rehnquist': 0, 'j__john_paul_stevens': 0, 'j__sandra_day_oconnor': 0, 'j__antonin_scalia': 0, 'j__anthony_m_kennedy': 1, 'j__david_h_souter': 0, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 0, 'j__stephen_g_breyer': 0}",2004
22620,[],2005_04-433,"{'kevin_p_roddy': {'side': 0, 'role': 'argued the cause for Respondent'}, 'david_c_frederick': {'side': 1, 'role': 'argued the cause for Petitioners'}}",1,"{'j__john_paul_stevens': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__david_h_souter': 1, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__john_g_roberts_jr': 1, 'j__samuel_a_alito_jr': 1}",2005
22925,[],2005_04-944,"{'brett_john_prendergast': {'side': 0, 'role': 'argued the cause for Respondent'}, 'jeffrey_a_schwartz': {'side': 1, 'role': 'argued the cause for Petitioner'}, 'daryl_joseffer': {'side': 1, 'role': 'argued the cause for Petitioner'}}",1,"{'j__john_paul_stevens': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__david_h_souter': 1, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__john_g_roberts_jr': 1}",2005
21842,[],2005_04-1506,"{'herbert_david_blair': {'side': 0, 'role': 'argued the cause for Respondent'}, 'patricia_a_millett': {'side': 1, 'role': 'argued the cause for Petitioners'}, 'lori_freno': {'side': 1, 'role': 'inferred'}, 'h_david_blair': {'side': 3, 'role': 'inferred'}}",0,"{'j__john_paul_stevens': 0, 'j__antonin_scalia': 0, 'j__anthony_m_kennedy': 0, 'j__david_h_souter': 0, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 0, 'j__stephen_g_breyer': 0, 'j__john_g_roberts_jr': 0, 'j__samuel_a_alito_jr': 0}",2005
22732,[],2005_05-18,"{'raymond_g_kuntz': {'side': 1, 'role': 'argued the cause for Petitioner'}, 'david_c_vladeck': {'side': 0, 'role': 'argued the cause for Respondents'}, 'david_b_salmons': {'side': 1, 'role': 'argued the cause for Petitioner'}}",1,"{'j__john_g_roberts_jr': 1, 'j__john_paul_stevens': 0, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__david_h_souter': 0, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 0, 'j__samuel_a_alito_jr': 1}",2005
22317,[],2005_04-1144,"{'kelly_a_ayotte': {'side': 1, 'role': 'argued the cause for Petitioner'}, 'paul_d_clement': {'side': 3, 'role': 'inferred'}}",1,"{'j__john_paul_stevens': 1, 'j__sandra_day_oconnor': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__david_h_souter': 1, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__john_g_roberts_jr': 1}",2005
22898,[],2005_04-1739,"{'jere_krakoff': {'side': 0, 'role': 'argued the cause for Respondent'}, 'jonathan_l_marcus': {'side': 1, 'role': 'argued the cause for Petitioner'}, 'louis_j_rovelli': {'side': 1, 'role': 'argued the cause for Petitioner'}}",1,"{'j__john_paul_stevens': 0, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__david_h_souter': 1, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 0, 'j__stephen_g_breyer': 1, 'j__john_g_roberts_jr': 1}",2005
22400,[],2005_05-502,"{'paul_j_mcnulty': {'side': 1, 'role': 'argued the cause for Petitioner'}, 'michael_patrick_studebaker': {'side': 0, 'role': 'argued the cause for Respondents'}, 'jeffrey_s_gray': {'side': 1, 'role': 'argued the cause for Petitioner'}}",1,"{'j__john_g_roberts_jr': 1, 'j__john_paul_stevens': 0, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__david_h_souter': 1, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__samuel_a_alito_jr': 1}",2005
21686,[],2005_04-980,"{'jane_n_kirkland': {'side': 1, 'role': 'argued the cause for Petitioner'}, 'nina_rivkind': {'side': 0, 'role': 'argued the cause for Respondents'}}",1,"{'j__john_g_roberts_jr': 1, 'j__john_paul_stevens': 0, 'j__sandra_day_oconnor': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__david_h_souter': 0, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 0, 'j__stephen_g_breyer': 0}",2005
21380,[],2005_04-1264,"{'f_paul_bland_jr': {'side': 0, 'role': 'argued the cause for Respondents'}, 'christopher_landau': {'side': 1, 'role': 'argued the cause for Petitioner'}}",1,"{'j__john_paul_stevens': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__david_h_souter': 1, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__john_g_roberts_jr': 1}",2005
21597,[],2005_05-259,"{'carter_g_phillips': {'side': 1, 'role': 'argued the cause for Petitioner'}, 'donald_a_donati': {'side': 0, 'role': 'argued the cause for Respondent'}, 'gregory_g_garre': {'side': 2, 'role': 'argued the cause for Petitioner, on behalf of Untied States, as amicus curiae'}}",0,"{'j__john_g_roberts_jr': 0, 'j__john_paul_stevens': 0, 'j__antonin_scalia': 0, 'j__anthony_m_kennedy': 0, 'j__david_h_souter': 0, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 0, 'j__stephen_g_breyer': 0, 'j__samuel_a_alito_jr': 0}",2005
21746,[],2005_04-885,"{'william_e_thro': {'side': 1, 'role': 'argued the cause for Petitioners'}, 'kim_martin_lewis': {'side': 0, 'role': 'argued the cause for Respondent'}}",0,"{'j__john_paul_stevens': 0, 'j__sandra_day_oconnor': 0, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__david_h_souter': 0, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 0, 'j__stephen_g_breyer': 0, 'j__john_g_roberts_jr': 1}",2005
22125,[],2005_05-5966,"{'paul_d_clement': {'side': 0, 'role': 'argued the cause for Respondent'}, 'randall_m_howe': {'side': 0, 'role': 'argued the cause for Respondent'}, 'david_i_goldberg': {'side': 1, 'role': 'argued the cause for Petitioner'}}",0,"{'j__john_paul_stevens': 1, 'j__antonin_scalia': 0, 'j__anthony_m_kennedy': 1, 'j__david_h_souter': 0, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__john_g_roberts_jr': 0, 'j__samuel_a_alito_jr': 0}",2005
22822,[],2005_04-1704,"{'peter_enrich': {'side': 0, 'role': 'argued the cause for Respondents'}, 'douglas_r_cole': {'side': 1, 'role': 'argued the cause for Petitioners in No. 04-1724'}, 'theodore_b_olson': {'side': 1, 'role': 'argued the cause for Petitioners in No. 04-1704'}}",1,"{'j__john_paul_stevens': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__david_h_souter': 1, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__john_g_roberts_jr': 1, 'j__samuel_a_alito_jr': 1}",2005
21565,[],2005_05-5224,"{'jeffrey_l_fisher': {'side': 1, 'role': 'argued the cause for Petitioner'}, 'michael_r_dreeben': {'side': 0, 'role': 'argued the cause for Respondent'}, 'james_m_whisman': {'side': 0, 'role': 'argued the cause for Respondent'}}",0,"{'j__john_paul_stevens': 0, 'j__antonin_scalia': 0, 'j__anthony_m_kennedy': 0, 'j__david_h_souter': 0, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 0, 'j__stephen_g_breyer': 0, 'j__john_g_roberts_jr': 0, 'j__samuel_a_alito_jr': 0}",2005
22931,[],2005_04-1324,"{'j_brett_busby': {'side': 1, 'role': 'argued the cause for Petitioner'}, 'christopher_m_kise': {'side': 0, 'role': 'argued the cause for Respondent'}, 'douglas_hallward_driemeier': {'side': 0, 'role': 'argued the cause for Respondent'}}",0,"{'j__john_g_roberts_jr': 0, 'j__john_paul_stevens': 0, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 0, 'j__david_h_souter': 0, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 0, 'j__stephen_g_breyer': 1, 'j__samuel_a_alito_jr': 0}",2005
21702,[],2005_05-7053,"{'j_craig_jett': {'side': 1, 'role': 'argued the cause for Petitioner'}, 'irving_l_gornstein': {'side': 0, 'role': 'argued the cause for Respondent'}}",0,"{'j__john_paul_stevens': 0, 'j__antonin_scalia': 0, 'j__anthony_m_kennedy': 0, 'j__david_h_souter': 1, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 0, 'j__stephen_g_breyer': 1, 'j__john_g_roberts_jr': 0, 'j__samuel_a_alito_jr': 0}",2005
21543,[],2005_04-848,"{'patricia_a_millett': {'side': 0, 'role': 'argued the cause for Respondents'}, 'james_r_radmore': {'side': 1, 'role': 'argued the cause for Petitioners'}}",1,"{'j__john_g_roberts_jr': 1, 'j__john_paul_stevens': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__david_h_souter': 1, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1}",2005
21644,[],2005_04-593,"{'maureen_e_mahoney': {'side': 1, 'role': 'argued the cause for Petitioners'}, 'allen_lichtenstein': {'side': 0, 'role': 'argued the cause for Respondent'}}",1,"{'j__john_paul_stevens': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__david_h_souter': 1, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__john_g_roberts_jr': 1}",2005
23053,[],2005_05-130,"{'jeffrey_p_minear': {'side': 0, 'role': 'argued the cause for Respondent'}, 'carter_g_phillips': {'side': 1, 'role': 'argued the cause for Petitioner'}, 'seth_p_waxman': {'side': 0, 'role': 'argued the cause for Respondent'}}",1,"{'j__john_paul_stevens': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__david_h_souter': 1, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__john_g_roberts_jr': 1, 'j__samuel_a_alito_jr': 1}",2005
22116,[],2005_05-200,"{'thomas_j_stock': {'side': 0, 'role': 'argued the cause for Respondent'}, 'sri_srinivasan': {'side': 1, 'role': 'argued the cause for Petitioner'}, 'anthony_f_shelley': {'side': 1, 'role': 'argued the cause for Petitioner'}}",0,"{'j__john_paul_stevens': 0, 'j__antonin_scalia': 0, 'j__anthony_m_kennedy': 1, 'j__david_h_souter': 1, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 0, 'j__stephen_g_breyer': 1, 'j__john_g_roberts_jr': 0, 'j__samuel_a_alito_jr': 1}",2005
22635,[],2005_04-721,"{'catherine_baker_chatman': {'side': 1, 'role': 'for the petitioner'}, 'peter_k_stris': {'side': 0, 'role': 'for the respondent (appointed by the Court)'}}",1,"{'j__john_paul_stevens': 1, 'j__sandra_day_oconnor': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__david_h_souter': 1, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__john_g_roberts_jr': 1}",2005
22184,[],2005_04-1376,"{'sri_srinivasan': {'side': 0, 'role': 'argued the cause for Respondent'}, 'david__m_gossett': {'side': 1, 'role': 'argued the cause for Petitioner'}}",0,"{'j__john_paul_stevens': 1, 'j__antonin_scalia': 0, 'j__anthony_m_kennedy': 0, 'j__david_h_souter': 0, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 0, 'j__stephen_g_breyer': 0, 'j__john_g_roberts_jr': 0, 'j__samuel_a_alito_jr': 0}",2005
21399,[],2005_04-473,"{'bonnie_i_robin_vergeer': {'side': 0, 'role': 'argued the cause for Respondent'}, 'dan_himmelfarb': {'side': 1, 'role': 'argued the cause for Petitioners'}, 'cindy_s_lee': {'side': 1, 'role': 'argued the cause for Petitioners'}, 'edwin_s_kneedler': {'side': 3, 'role': 'inferred'}}",1,"{'j__john_paul_stevens': 0, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__david_h_souter': 0, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 0, 'j__stephen_g_breyer': 0, 'j__john_g_roberts_jr': 1, 'j__samuel_a_alito_jr': 1}",2005
21993,[],2005_04-473,"{'bonnie_i_robin_vergeer': {'side': 0, 'role': 'argued the cause for Respondent'}, 'dan_himmelfarb': {'side': 1, 'role': 'argued the cause for Petitioners'}, 'cindy_s_lee': {'side': 1, 'role': 'argued the cause for Petitioners'}, 'edwin_s_kneedler': {'side': 3, 'role': 'inferred'}}",1,"{'j__john_paul_stevens': 0, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__david_h_souter': 0, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 0, 'j__stephen_g_breyer': 0, 'j__john_g_roberts_jr': 1, 'j__samuel_a_alito_jr': 1}",2005
22464,[],2005_04-1067,"{'paula_k_smith': {'side': 1, 'role': 'argued the cause for Petitioner'}, 'michael_r_dreeben': {'side': 1, 'role': 'argued the cause for Petitioner'}, 'thomas_c_goldstein': {'side': 0, 'role': 'argued the cause for Respondent'}}",0,"{'j__john_paul_stevens': 0, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 0, 'j__david_h_souter': 0, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 0, 'j__stephen_g_breyer': 0, 'j__john_g_roberts_jr': 1}",2005
21569,[],2005_04-1084,"{'edwin_s_kneedler': {'side': 1, 'role': 'argued the cause for Petitioners'}, 'nancy_hollander': {'side': 0, 'role': 'argued the cause for Respondents'}}",0,"{'j__john_paul_stevens': 0, 'j__antonin_scalia': 0, 'j__anthony_m_kennedy': 0, 'j__david_h_souter': 0, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 0, 'j__stephen_g_breyer': 0, 'j__john_g_roberts_jr': 0}",2005
23146,[],2005_04-623,"{'paul_d_clement': {'side': 1, 'role': 'argued the cause for Petitioners'}, 'robert_moorehead_atkinson': {'side': 0, 'role': 'argued the cause for Respondents'}}",0,"{'j__john_paul_stevens': 0, 'j__sandra_day_oconnor': 0, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 0, 'j__david_h_souter': 0, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 0, 'j__stephen_g_breyer': 0, 'j__john_g_roberts_jr': 1}",2005
22583,[],2005_05-184,"{'neal_kumar_katyal': {'side': 1, 'role': 'argued the cause for Petitioner'}, 'paul_d_clement': {'side': 0, 'role': 'argued the cause for Respondents'}}",1,"{'j__john_paul_stevens': 1, 'j__antonin_scalia': 0, 'j__anthony_m_kennedy': 1, 'j__david_h_souter': 1, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__samuel_a_alito_jr': 0}",2005
22328,[],2005_05-5705,"{'richard__d_friedman': {'side': 1, 'role': 'argued the cause for Petitioner'}, 'thomas_m_fisher': {'side': 0, 'role': 'argued the cause for Respondent'}, 'irving_l_gornstein': {'side': 0, 'role': 'argued the cause for Respondent'}}",1,"{'j__john_paul_stevens': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__david_h_souter': 1, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__john_g_roberts_jr': 1, 'j__samuel_a_alito_jr': 1}",2005
21946,[],2005_04-1495,"{'edwin_s_kneedler': {'side': 1, 'role': 'argued the cause for Petitioners'}, 'patrick_f_mccartan': {'side': 0, 'role': 'argued the cause for Respondent'}}",1,"{'j__john_paul_stevens': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__david_h_souter': 1, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 0, 'j__stephen_g_breyer': 0}",2005
22091,[],2005_05-8794,"{'carolyn_m_snurkowski': {'side': 0, 'role': 'argued the cause for Respondents'}, 'kannon_k_shanmugam': {'side': 0, 'role': 'argued the cause for Respondents'}, 'd_todd_doss': {'side': 1, 'role': 'argued the cause for Petitioner'}}",1,"{'j__john_paul_stevens': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__david_h_souter': 1, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__john_g_roberts_jr': 1, 'j__samuel_a_alito_jr': 1}",2005
21492,[],2005_04-1327,"{'': {'side': 0, 'role': 'argued the cause for Respondent'}, 'john_h_blume': {'side': 1, 'role': 'argued the cause for Petitioner'}, 'steffen_n_johnson': {'side': 0, 'role': 'argued the cause for Respondent'}}",1,"{'j__john_paul_stevens': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__david_h_souter': 1, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__john_g_roberts_jr': 1, 'j__samuel_a_alito_jr': 1}",2005
22326,[],2005_04-8990,"{'stephen_m_kissinger': {'side': 1, 'role': 'argued the cause for Petitioner'}, 'jennifer_l_smith': {'side': 0, 'role': 'argued the cause for Respondent'}}",1,"{'j__john_paul_stevens': 1, 'j__antonin_scalia': 0, 'j__anthony_m_kennedy': 1, 'j__david_h_souter': 1, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__john_g_roberts_jr': 0}",2005
22094,[],2005_05-128,"{'paul_farrell_strain': {'side': 1, 'role': 'argued the cause for Petitioners'}, 'donald_b_verrilli_jr': {'side': 0, 'role': 'argued the cause for Respondent'}}",1,"{'j__john_paul_stevens': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 0, 'j__david_h_souter': 0, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__john_g_roberts_jr': 1, 'j__samuel_a_alito_jr': 0}",2005
21573,[],2005_04-1360,"{'timothy_a_baughman': {'side': 0, 'role': 'argued the cause for Respondent'}, 'david_a_moran': {'side': 1, 'role': 'argued the cause for Petitioner'}, 'david_b_salmons': {'side': 0, 'role': 'argued the cause for Respondent'}}",0,"{'j__john_paul_stevens': 1, 'j__antonin_scalia': 0, 'j__anthony_m_kennedy': 0, 'j__david_h_souter': 1, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__john_g_roberts_jr': 0, 'j__samuel_a_alito_jr': 0}",2005
22767,[],2005_04-1360,"{'timothy_a_baughman': {'side': 0, 'role': 'argued the cause for Respondent'}, 'david_a_moran': {'side': 1, 'role': 'argued the cause for Petitioner'}, 'david_b_salmons': {'side': 0, 'role': 'argued the cause for Respondent'}}",0,"{'j__john_paul_stevens': 1, 'j__antonin_scalia': 0, 'j__anthony_m_kennedy': 0, 'j__david_h_souter': 1, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__john_g_roberts_jr': 0, 'j__samuel_a_alito_jr': 0}",2005
21879,[],2005_03-1238,"{'carter_g_phillips': {'side': 1, 'role': 'argued the cause for Petitioner in 03-1238 and respondent in 04-66'}, 'irving_l_gornstein': {'side': 1, 'role': 'argued the cause for Respondents in 03-1238 and petitioners in 04-66'}, 'thomas_c_goldstein': {'side': 1, 'role': 'argued the cause for Respondents in 03-1238 and petitioners in 04-66'}}",0,"{'j__john_paul_stevens': 0, 'j__sandra_day_oconnor': 0, 'j__antonin_scalia': 0, 'j__anthony_m_kennedy': 0, 'j__david_h_souter': 0, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 0, 'j__stephen_g_breyer': 0, 'j__john_g_roberts_jr': 0}",2005
21719,[],2005_04-1329,"{'andrew_j_pincus': {'side': 1, 'role': 'argued the cause for Petitioners'}, 'kathleen_m_sullivan': {'side': 0, 'role': 'argued the cause for Respondent'}, 'thomas_g_hungar': {'side': 1, 'role': 'argued the cause for Petitioners'}}",1,"{'j__john_paul_stevens': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__david_h_souter': 1, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__john_g_roberts_jr': 1}",2005
23100,[],2005_04-1477,"{'michael_t_kirkpatrick': {'side': 1, 'role': 'argued the cause for Petitioner'}, 'carter_g_phillips': {'side': 0, 'role': 'argued the cause for Respondents'}, 'james_a_feldman': {'side': 0, 'role': 'argued the cause for Respondents'}}",1,"{'j__john_paul_stevens': 1, 'j__antonin_scalia': 0, 'j__anthony_m_kennedy': 0, 'j__david_h_souter': 1, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__john_g_roberts_jr': 1}",2005
21325,[],2005_04-1170,"{'phill_kline': {'side': 1, 'role': 'argued the cause for Petitioner'}, 'rebecca_e_woodman': {'side': 0, 'role': 'argued the cause for Respondent'}}",1,"{'j__john_paul_stevens': 0, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__david_h_souter': 0, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 0, 'j__stephen_g_breyer': 0, 'j__john_g_roberts_jr': 1, 'j__samuel_a_alito_jr': 1}",2005
23051,[],2005_04-1170,"{'phill_kline': {'side': 1, 'role': 'argued the cause for Petitioner'}, 'rebecca_e_woodman': {'side': 0, 'role': 'argued the cause for Respondent'}}",1,"{'j__john_paul_stevens': 0, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__david_h_souter': 0, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 0, 'j__stephen_g_breyer': 0, 'j__john_g_roberts_jr': 1, 'j__samuel_a_alito_jr': 1}",2005
22201,[],2005_05-409,"{'mark_a_perry': {'side': 0, 'role': 'argued the cause for Respondents'}, 'david_c_frederick': {'side': 1, 'role': 'argued the cause for Petitioners'}}",1,"{'j__john_paul_stevens': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__david_h_souter': 1, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__john_g_roberts_jr': 1, 'j__samuel_a_alito_jr': 1}",2005
22653,[],2005_04-607,"{'miguel_a_estrada': {'side': 0, 'role': 'argued the cause for Respondents'}, 'thomas_g_hungar': {'side': 2, 'role': 'argued the cause for Petitioner, on behalf of United States as amicus curiae'}, 'jonathan_s_franklin': {'side': 1, 'role': 'argued the cause for Petitioner'}}",0,"{'j__john_paul_stevens': 1, 'j__antonin_scalia': 0, 'j__anthony_m_kennedy': 0, 'j__david_h_souter': 1, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 0, 'j__stephen_g_breyer': 1, 'j__samuel_a_alito_jr': 0}",2005
